285,"I know it's a mistake. But there are certain things in life where you know it's a mistake, but you don't really know it's a mistake, because the only way to really know it's a mistake is to make the mistake.",— How I Met Your Mother (other),Carter Bays
286,What difference does it make where one puts flowers when one's heart is breaking?,— My Man Godfrey (movie),Gregory La Cava
287,"I don't know why they'd drop a bomb on this place, be a heck of a waste of a bomb.",— October Sky (movie),Joe Johnston
288,In the beginning God created the heavens and the earth.,— Genesis 1:1 (NIV) (book),God
289,I have been going with a girl for several months and I know you would be proud if you could see her.,— Taxi Driver (movie),Martin Scorsese
290,"They hang like grapes on vines that shine, and warm the lovers' glass like friendly wine.",— Highway Of Hero's (song),The Trews
291,"Was it all put into words, or did both understand that they had the same thing at heart and in their minds, so that there was no need to speak of it aloud, and better not to speak of it?",— Crime and Punishment (book),Fyodor Dostoyevsky
292,Did you hear about the actor who fell through the floorboards? He was just going through a stage.,— Short Joke (other),readersdigest.ca
293,"Break their hearts my pride and hope, break their hearts and have no mercy.",— Great Expectations (book),Charles Dickens
294,And think about your children? They'll never believe what you've done.,— New Storms For Older Lovers (song),La Dispute
295,Power is given only to him who dares to stoop and take it. One must have the courage to dare.,— Crime and Punishment (book),Fyodor Dostoyevsky
296,"I want to be with you. From now on, I want to spend all and every single one of my days until I die with you, and only you.",— Naruto Shippuden (book),Masashi Kishimoto
297,Sharks do not have bones. Their skeleton is made of cartilage.,— 1001 Cool Freaky Facts (book),Glen Singleton
298,"Is he not sacred, even to the gods, the wandering man who comes in weariness?",— The Iliad (book),Homer
299,"Now, it seems to me some fine things have been laid upon your table, but you only want the ones that you can't get.",— Desperado (song),The Eagles
300,"No matter where you stand on the long path, right now, try very hard to smile, and be glad you're in the game.",— Digital Heretic (The Game is Life Book 2) (book),Terry Schott
301,"I broke my finger last week. On the other hand, I'm okay.",— Short Joke (other),boredpanda.com
302,Sometimes the road less travelled is less travelled for a reason.,— Jerry Seinfeld Quotes (other),Jerry Seinfeld
303,Living for the future is more important than trying to avenge the past.,— Berserk (book),Kentaro Miura
304,"Walking along the crowded row, he met the one he used to know.",— Crime and Punishment (book),Fyodor Dostoyevsky
305,"You have a choice in this world, I believe, about how to tell sad stories, and we made the funny choice.",— The Fault in Our Stars (book),John Green
306,"You don't get to choose if you get hurt in this world, but you do have some say in who hurts you.",— The Fault in Our Stars (book),John Green
307,Cold wind blows off the lake and I know for sure that its too late. Count your blessings on one hand.,— Boiled Frogs (song),Alexisonfire
308,If they put an iron circle around your neck I will bite it away.,— Beloved (book),Toni Morrison
309,"You know, what's so dreadful about dying is that you are completely on your own.",— Lolita (book),Vladimir Nabokov
310,The ability to speak does not make you intelligent.,— Star Wars: The Phantom Menace (movie),George Lucas
311,"What is proper to hear, no one, human or divine, will hear before you.",— The Iliad (book),Homer
312,"I love the ground under his feet, and the air over his head, and everything he touches and every word he says. I love all his looks, and all his actions and him entirely and all together.",— Wuthering Heights (book),Emily Brontë
313,"The root of all your evil is in always relying on one of your other possibilities to get your wish. You must accept that you are the person here, now, and that you cannot become anyone else other than that person.",— The Tatami Galaxy (other),Masaaki Yuasa
314,It's been so long since I made love I can't even remember who gets tied up.,— Joan Rivers Quotes (other),Joan Rivers
315,"But now we can fight. Even if they read us or catch up to us, we can fight.",— Haikyuu (book),Haruichi Furudate
316,It's very hard feeling that you're no more than a piece of unwanted furniture in this world.,— The Stories of Anton Chekhov (book),Anton Chekhov
317,"She did not tell them to clean up their lives, or go and sin no more. She did not tell them they were the blessed of the earth, its inheriting meek, or its glory-bound pure. She told them that the only grace they could have is the grace they could imagine. That if they could not see it, they could not have it.",— Beloved (book),Tony Morrison
318,"There was never any more inception than there is now, nor any more youth or age than there is now; and will never be any more perfection than there is now, nor any more heaven or hell than there is now.",— Leaves of Grass (book),Walt Whitman
319,Perhaps to lose a sense of where you are implies the danger of losing a sense of who you are.,— Invisible Man (book),Ralph Ellison
320,"I argue that we choose to be good because of our bonds with other people and our innate desire to treat them with dignity. Simply put, we are not in this alone.",— The Good Place (other),Michael Schur
321,I suppose I always knew you were too smart to let any of them ever beat you.,— The Godfather: Part II (movie),Francis Ford Coppola
322,"The key to a good life is this: If you're not going to talk about something during the last hour of your life, then don't make it a top priority during your lifetime.",— Don't Sweat the Small Stuff (book),Richard Carlson
323,Moments like this are buds on the tree of life. Flowers of darkness they are.,— Mrs. Dalloway (book),Virginia Woolf
324,"This is the end, my only friend, the end of our elaborate plans, the end of everything that stands, the end.",— The End (song),The Doors
325,"There is freedom in coming and going for no other reason than because you can. There is freedom in choosing to sit and be still when everything is always telling you to move, move fast.",— The Poet X (book),Elizabeth Acevedo
326,"I sometimes think the worst thing a young person can feel is when you find no answer to the question of what you are supposed to do with this life you've been given. I can now say that another version of that happens in old age, when it occurs to you that since you've lived this long you must have learned something, so you open your eyes before dawn and think: What is it that I've learned, what is it I want to say?",— This is Happiness (book),Niall Williams
327,There is no esper in this world that is stronger than me. I possess the greatest power of them all.,— Mob Psycho 100 (movie),ONE
328,Cells are the basic unit of structure and function in living things.,— Science Literacy Vocabulary (other),Literacy Team
329,"In a world without dreams, things are no more than they seem. And a world without heroes is like a bird without wings or a bell that never rings.",— Grazing In The Grass (song),Friends of Distinction
330,"The real heroes anyway aren't the people doing things; the real heroes are the people noticing things, paying attention.",— The Fault in Our Stars (book),John Green
331,Some birds make a call that sounds like their name. The Bobwhite is one of them.,— Birds of Boston (book),Chris C. Fisher and Andy Bezener
332,"Otis, a strong man stands up for himself. A stronger man stands up for others.",— Barnyard (movie),Steve Oedekerk
333,"That was what I wanted, but I don't need it to be gone. I can love you and I can love life and bear the pain all at the same time. I think the pain might even make the rest better, the way a good setting can make a diamond look better.",— Needful Things (book),Stephen King
